competence_programmation,competence_math,competence_physique,competence_electronique,competence_mecanique,competence_chimie,interet_aviation,interet_informatique,interet_donnees,interet_securite,interet_robotique,interet_energie,interet_cartographie,interet_automobile,trait_analytique,trait_creatif,trait_rigoureux,trait_aventureux,trait_methodique,moyenne_math,moyenne_physique,moyenne_informatique,moyenne_generale,filiere_cible
7,5,8,4,5,2,3,2,3,7,7,5,6,5,6,3,6,4,4,12.328823017711978,10.368016572705194,11.015921986102725,8.358753373398079,Pétrochimie
5,6,6,3,5,4,10,8,3,6,5,6,4,4,5,6,8,7,7,10.46434150859577,14.97664767907489,10.971159430630294,9.8446265286357,Pilotage
5,2,6,2,7,5,8,4,6,5,8,3,7,7,3,5,4,2,4,12.856291989594439,9.60746027033158,12.17243969258334,10.675393991443714,Topographie
5,5,8,3,5,3,8,2,5,6,5,3,8,8,4,3,5,5,5,10.303540415748763,8.935629196634274,12.081652931921163,13.764618010253688,Pétrochimie
7,5,4,5,6,5,8,4,4,5,2,6,5,7,8,5,7,7,7,10.603648195841334,10.253770749399983,9.619597249307926,12.8447238041806,Objets Connectés (IoT)
8,6,6,7,4,4,7,10,4,4,6,7,6,5,6,7,4,3,7,12.726824711100363,11.41667914123886,17.391914585709443,11.621176806204836,Intelligence Artificielle
3,7,7,2,4,4,3,7,3,4,6,4,5,3,5,8,4,2,6,8.93565838184439,11.907495702002574,8.93074120552124,13.53995724281566,Topographie
9,9,7,6,2,3,2,7,4,3,2,5,6,7,5,5,5,6,5,12.089148446005904,9.481345821699096,17.35286876895077,13.655829617109609,Big Data
10,7,7,2,7,7,2,10,7,5,6,5,3,5,8,4,7,3,3,13.843427900177993,9.915568062613318,15.318006082401869,8.852363268141438,Intelligence Artificielle
10,9,2,4,7,5,2,7,4,7,5,4,6,4,5,7,4,3,6,12.788270462314886,12.961464736757994,16.156480387151102,13.843446549666009,Intelligence Artificielle
4,6,8,3,4,4,9,6,5,4,4,6,7,4,6,6,5,4,7,13.858748185300437,15.667275012520241,10.768319019110452,9.086759099269482,Pilotage
6,3,8,6,4,6,4,5,6,7,6,4,7,4,7,5,5,4,4,13.496842544949377,10.83896859309915,8.467605396077444,12.638478515581106,Robotique
5,7,8,7,8,6,10,4,4,4,4,3,6,4,5,3,6,2,7,11.075934569942572,12.86192090609827,12.179834155292301,8.420333015486476,Aéronautique
3,3,9,7,5,5,10,5,6,5,4,8,4,6,8,6,5,7,3,13.17285521359519,15.895414152697438,12.378048639619392,10.43428852166599,Aéronautique
10,5,6,5,3,7,8,9,3,7,7,5,4,6,7,5,7,6,3,8.181228382256108,8.827999319658739,16.715218500836748,13.488977293641735,Intelligence Artificielle
7,8,3,3,6,4,7,3,3,4,8,8,6,8,7,5,8,2,3,8.828991773242814,8.228537083789124,13.134895881712797,9.940515252473613,Cybersécurité
8,4,4,4,5,6,6,3,5,5,6,5,6,7,4,2,6,5,7,9.517929123026848,12.781702345843481,9.252895364608642,9.383073726063735,Topographie
4,2,3,6,6,4,3,7,6,6,4,6,5,4,6,6,6,5,6,13.74280944405838,8.641502061573764,9.665694568398292,12.033281170072762,Cybersécurité
6,2,2,6,4,5,7,3,7,3,6,7,4,5,4,5,5,5,2,9.079328617218328,8.651873809699218,12.920937379340515,8.564209275210683,Maintenance Automobile
5,5,6,4,5,7,3,2,7,4,4,6,6,4,3,6,5,6,4,8.314145487331817,13.56524639693707,13.829778962503523,10.47412732753821,Objets Connectés (IoT)
2,8,6,6,6,5,3,6,3,2,5,7,5,4,8,5,4,4,7,11.656125196558692,9.22684004307775,9.891094094345949,9.711947834433008,Topographie
4,3,7,4,7,6,6,5,7,5,4,3,2,6,5,3,4,5,4,8.942887035227532,13.905607629748568,8.089288261660748,13.858179027829571,Objets Connectés (IoT)
5,7,2,3,4,5,2,3,7,6,3,3,7,6,2,7,7,7,4,10.520429267933164,9.42812685087558,10.958869720325298,9.549967758166913,Robotique
6,3,3,3,6,5,3,6,6,3,8,4,2,5,5,7,6,2,4,12.70012214664865,8.937312444308889,13.329166720892744,11.234911970514876,Topographie
5,5,9,7,4,8,7,3,6,6,8,5,3,5,5,6,4,6,3,9.034155877272113,16.893352306663164,12.388246321018691,10.360953830997124,Aéronautique
10,10,6,6,3,6,3,7,5,3,5,4,5,2,6,2,4,6,4,9.858122708930248,12.472524972162928,15.704386272902543,13.037656273474838,Big Data
8,7,7,3,3,3,5,10,8,7,6,8,2,4,6,3,2,6,5,13.465515027341098,12.701779793222263,17.611225270361448,12.245037519662658,Génie Logiciel
8,4,3,7,7,3,7,6,4,4,2,6,5,2,5,8,6,5,7,8.67283813583626,11.974783297413474,13.131237193076068,12.521719618998066,Objets Connectés (IoT)
5,3,2,4,3,2,2,3,4,4,7,7,3,6,5,6,6,5,5,10.871633174524309,9.909165863175733,12.428927871493581,13.166393682821115,Maintenance Automobile
8,6,5,3,3,6,5,7,8,4,2,7,7,6,4,6,4,4,7,12.045867872217096,13.786317785874562,17.424470856273494,11.383225353521386,Génie Logiciel
4,6,10,6,4,5,9,6,5,5,3,6,5,6,4,6,4,5,3,11.445785665592998,16.619478325115715,11.819754892084962,13.564891328996346,Aéronautique
8,7,8,6,4,4,6,7,6,2,3,8,5,2,7,2,4,4,4,11.886370070725953,12.42943514046977,9.927019193155438,9.69106434117556,Pétrochimie
7,9,5,4,7,8,6,9,4,8,4,6,3,8,4,2,5,7,7,11.382516339464498,12.19800276153612,15.609570203339231,9.135817518357644,Big Data
10,5,5,4,7,6,3,8,7,3,6,4,7,7,3,6,8,7,4,8.913507375959977,10.697068343891658,17.817449686865984,12.587120374016703,Big Data
5,3,4,5,3,5,5,3,3,4,5,2,2,7,4,5,4,6,5,12.51327177961936,12.769984992851775,9.458357201025384,8.118835568068429,Objets Connectés (IoT)
9,7,4,8,7,8,3,9,6,3,4,2,5,7,6,2,5,5,6,11.475572648649399,11.896631877841644,17.82614868610258,13.920745190152111,Big Data
2,7,3,4,3,5,4,5,4,3,5,4,6,7,7,4,4,3,6,11.082132674676409,9.509844709881666,8.337327838575753,8.34269832620567,Maintenance Automobile
7,5,2,4,7,6,6,8,7,7,4,3,4,4,8,7,5,7,3,8.483316272583451,12.357779298554124,8.60311677266252,12.382534719853187,Pétrochimie
10,7,7,2,7,4,6,6,6,5,5,5,4,6,4,8,6,7,6,12.688678951314643,9.026629742207684,17.439076614733494,11.035201759779095,Intelligence Artificielle
7,8,4,8,5,3,4,5,4,3,4,6,3,4,5,5,5,4,8,11.462490867140623,11.956915512734774,10.231877154003797,9.224358586206634,Objets Connectés (IoT)
6,6,9,7,6,7,9,4,5,8,2,3,4,3,2,3,6,4,5,13.633670697605742,12.730239635580862,13.714793411494222,10.233974055555679,Pilotage
7,5,7,6,6,5,8,7,4,4,8,7,6,2,3,3,5,3,5,12.03517242467365,9.287359914589281,11.10865684000805,12.47922850515249,Topographie
3,6,5,6,5,4,7,6,5,4,4,5,5,6,7,7,3,8,4,11.402349877578843,11.92817954239542,13.748937263271687,11.670506976719633,Robotique
7,7,6,6,4,3,4,5,2,4,2,8,2,6,6,8,4,7,5,13.553145553184146,10.661058777948572,8.342910066917385,11.593853182499217,Maintenance Automobile
6,3,4,5,5,3,8,2,6,4,5,5,6,3,4,4,5,3,3,9.864611866165857,13.542430699981086,10.588702057857496,9.45128719072725,Maintenance Automobile
5,8,10,7,7,3,7,5,4,2,3,5,5,5,6,6,3,3,6,9.647537439909737,12.131670623594042,12.118519662264276,12.996846745497997,Pilotage
9,9,5,6,6,2,8,8,5,3,2,7,2,3,4,7,7,8,6,13.78505058973812,10.78730747717453,13.198242991608163,11.35763727777048,Intelligence Artificielle
5,4,6,3,8,3,5,6,4,5,4,7,4,4,3,6,3,3,5,12.04170079759005,9.287281957347611,11.43913352476466,11.186374077954225,Topographie
8,9,5,4,6,7,6,8,5,4,6,6,7,6,5,6,6,6,7,9.026510070966594,9.338167847834521,15.04552191491248,11.370183367964835,Intelligence Artificielle
6,5,4,4,6,4,6,6,3,6,4,4,6,7,3,7,5,3,3,12.527898025303605,10.953685458794395,9.637987018985026,9.674844323895416,Objets Connectés (IoT)
3,2,5,5,4,8,8,6,7,4,3,5,3,6,5,3,5,5,5,13.683217167039597,13.583160219262169,13.270726936367591,11.970689814101533,Cybersécurité
3,3,4,4,4,5,6,4,6,4,7,5,6,3,6,7,4,4,3,10.347915391271064,10.069904810200281,8.134321934841367,11.171306401250959,Topographie
6,8,7,5,4,5,3,8,4,2,5,6,8,7,3,3,6,6,4,11.798621784822394,9.693248131192663,16.085969002316425,11.851181556605544,Génie Logiciel
6,6,10,5,5,2,9,5,5,3,5,3,7,5,3,3,6,5,5,10.219981644294588,15.054179632937558,10.35998094076079,11.32445561146846,Aéronautique
5,5,5,6,6,3,6,4,5,6,8,7,8,6,7,4,3,7,4,12.73109563143142,9.855702120903185,12.566524907736117,10.17752309437125,Cybersécurité
9,10,6,2,5,4,6,6,3,5,3,4,3,6,2,6,6,5,4,8.315450182373198,8.577248858673576,15.264993501938797,11.968116634904494,Intelligence Artificielle
6,4,7,7,7,2,8,2,3,8,2,3,6,2,7,6,4,2,8,12.600394125174159,16.138225712384294,11.341012548714673,10.054092402834117,Aéronautique
4,3,7,8,8,4,4,4,7,7,5,7,8,4,4,6,6,4,3,12.35223891382195,12.181477665726872,10.176614224388949,8.299165588781893,Pétrochimie
5,4,2,7,5,4,6,5,3,3,4,5,2,8,5,2,2,2,7,13.58043000302514,13.448111216523452,10.175126568535607,9.297305915042937,Cybersécurité
6,2,3,4,5,5,4,6,3,8,6,6,2,5,3,5,7,8,3,13.596134106020564,10.105203919834105,11.794388365881451,9.549247071809237,Topographie
8,6,8,5,5,4,9,7,3,5,3,3,6,5,6,7,4,4,3,8.557925075713346,16.72749548195712,13.437688986322613,11.661428418599836,Aéronautique
8,7,6,3,6,8,3,7,6,7,5,3,2,7,4,5,7,5,5,9.494875019159846,12.835239579889993,14.085859037790703,10.70650325812012,Big Data
5,3,6,6,7,5,5,3,5,7,7,3,4,3,6,2,2,6,5,12.772714382285145,11.583022497795012,8.911860551465315,10.308763100771845,Pétrochimie
2,6,7,3,6,4,5,7,7,3,8,3,5,7,6,7,7,5,7,8.234931669053552,9.902454819490762,13.560944964831757,8.448036489038,Pétrochimie
10,6,5,5,4,6,2,8,7,4,4,5,6,6,5,5,7,5,2,10.821674622805428,13.30488216010017,15.401856517200947,8.670747788351324,Génie Logiciel
6,2,5,3,2,4,4,6,4,5,4,5,5,7,8,7,6,6,4,12.707181933616846,12.98802258542733,13.851766984568957,12.936686014661507,Topographie
5,5,9,4,4,4,10,6,4,6,4,6,2,6,4,6,4,6,4,10.72079107655569,16.620236564377,8.930615142875162,9.278749417072602,Pilotage
7,5,5,3,7,5,4,4,6,7,7,4,3,7,7,6,6,6,4,10.046138622484328,11.106220947180091,12.672063798209027,9.16650379859287,Robotique
4,6,8,6,6,3,9,4,7,6,3,4,6,5,5,6,6,4,5,9.06819037053691,16.536094543738724,10.3974094777185,8.447528502786154,Pilotage
8,6,3,8,2,4,6,7,4,6,2,8,5,8,5,7,5,6,6,11.860793897517405,11.078054956141216,13.27082392372319,8.009481619121313,Génie Logiciel
2,4,3,5,6,6,5,4,3,5,3,6,6,6,7,5,5,7,4,9.066576240342476,8.20497973729588,11.129410593019756,13.48511166921751,Robotique
5,5,8,7,6,2,3,4,5,7,6,5,4,6,7,2,6,4,5,9.347762531336652,11.6020188447341,11.982582503677186,13.988433567735509,Topographie
3,4,5,7,3,6,3,4,2,6,4,5,4,7,5,3,3,3,3,10.46187989451836,11.550605035541565,12.737888873794631,13.382148580041926,Robotique
6,9,4,5,6,3,6,10,5,5,8,6,4,7,6,5,2,8,2,9.023450371875164,9.682058101251588,16.251862195810407,12.486975209180091,Génie Logiciel
6,5,2,6,5,8,4,7,6,8,6,6,4,7,7,8,5,3,7,13.632069605029969,12.8080979424876,12.413614694423867,10.234248014398641,Topographie
10,9,4,3,3,6,4,9,4,2,2,5,4,3,7,8,4,6,5,13.539426915934287,12.043846060245215,15.803371991984758,10.030754868769941,Génie Logiciel
5,4,5,6,7,6,6,7,7,4,3,2,4,6,5,4,8,3,4,13.19401215763357,8.494132285979001,12.473827715930561,8.531990244504755,Robotique
6,4,3,4,2,5,5,3,6,3,5,7,3,4,6,4,6,6,8,11.051953062615244,12.043295385531913,9.199372510506082,11.084778606678935,Robotique
6,5,3,7,5,6,5,2,4,5,8,3,5,6,5,3,7,8,3,8.674984344419439,8.807198454565507,13.71751776672394,8.797509628167889,Topographie
3,5,5,6,4,5,4,5,5,3,4,5,7,7,5,7,4,4,5,12.932978618419593,10.393218868182043,9.742659398573517,8.314994386618753,Objets Connectés (IoT)
4,6,3,5,3,3,5,5,5,3,4,5,5,7,7,8,4,6,4,13.879695426873344,13.323562081208932,12.406060555328509,12.713232287935863,Cybersécurité
3,5,4,5,4,6,8,6,6,3,2,6,4,7,6,2,6,5,8,8.114136197695009,10.663226876337765,8.648589609999595,9.09913977420852,Maintenance Automobile
6,5,7,6,3,6,6,5,4,3,5,3,6,7,6,5,7,6,8,11.69126148857664,12.054972397601386,9.64690595242635,11.701498967528229,Robotique
5,4,3,2,4,4,8,6,7,6,3,4,5,5,3,6,7,5,6,10.645448945752175,13.736008141165236,10.663708092516991,13.642088657685342,Pétrochimie
4,5,8,3,3,8,8,7,6,7,2,5,4,5,2,4,5,6,6,11.937742849204962,12.282213107694306,11.643650027786817,8.31626036903952,Objets Connectés (IoT)
7,2,10,6,4,5,8,5,4,7,4,5,8,3,5,4,4,5,5,11.591840666570121,13.92165690390923,8.723879805271565,9.4603174674194,Pilotage
9,5,6,8,6,3,5,7,4,4,5,5,5,5,7,5,3,4,8,12.346965976037692,9.750161962549294,16.863360303857334,11.71310423165448,Big Data
6,7,5,7,5,5,5,4,3,3,6,5,6,6,5,6,4,6,5,8.714881750090838,12.330686616382806,10.915240579705397,10.599089510481061,Pétrochimie
9,8,6,3,3,2,6,8,6,7,4,3,4,7,4,4,6,2,7,8.385099012477045,13.58505448130399,16.711321348951437,11.28573290325019,Intelligence Artificielle
9,6,7,3,4,4,6,8,7,4,4,5,4,6,7,3,2,3,6,13.700894560179368,11.578494542909114,14.428345471759439,9.479299577962076,Génie Logiciel
3,5,6,4,7,7,8,3,4,5,5,4,4,8,5,6,7,7,4,12.825124822792874,15.19456526529107,8.146722477971883,10.119073223226914,Aéronautique
2,6,5,7,5,3,2,7,6,2,3,8,2,5,4,4,5,5,2,13.392230004873522,8.759941157536929,10.673180197357272,9.193892257025619,Maintenance Automobile
2,6,2,3,2,6,6,4,4,3,4,4,7,4,5,3,6,3,2,8.619848905860009,12.582541610740305,9.163085465831166,9.527082707712422,Topographie
4,7,6,2,7,7,10,8,3,5,6,7,5,2,5,6,2,4,3,10.881553913000726,14.992668709963109,8.12482339996703,10.98206145693049,Aéronautique
9,9,4,6,5,5,6,6,6,6,5,3,5,4,3,6,5,4,5,12.448928389130995,9.909046952722735,16.272278561313442,13.798948089718301,Big Data
5,5,10,7,6,5,10,5,3,8,5,3,4,7,2,5,7,4,7,8.543189138296434,12.679980260855427,12.781281804124614,11.647938537615024,Aéronautique
5,4,4,3,6,3,8,6,7,8,7,6,4,5,7,6,6,6,6,9.789103174112856,13.769204359093859,11.209729240963853,13.981814298920005,Robotique
3,7,6,6,8,5,5,4,4,7,3,7,4,8,8,4,4,7,6,9.467569052054808,10.898531144952756,10.814190534011498,8.836793085480187,Objets Connectés (IoT)
8,6,5,2,5,7,6,6,5,5,5,4,8,4,7,4,5,7,6,12.83986138653089,8.131131566078283,13.234569884643138,13.463829670628623,Intelligence Artificielle
6,2,3,7,2,7,7,5,5,5,5,8,2,3,8,2,3,4,3,9.10659117275041,8.353836488041196,13.750644784973478,13.672576684505346,Objets Connectés (IoT)
8,7,5,6,7,7,3,2,4,7,5,6,3,6,3,7,8,8,2,12.170483105213256,10.34637375116088,12.204967957852979,13.679647375433925,Cybersécurité
3,3,6,7,6,5,6,4,8,2,5,4,4,5,2,4,6,3,4,13.630012878197903,8.070532596836026,8.602289013762192,12.511696096510924,Pétrochimie
4,6,8,2,5,8,7,4,7,2,8,4,2,4,3,5,5,8,4,8.4849252196868,10.684183327673658,9.604309121983997,13.79590933316233,Objets Connectés (IoT)
6,5,2,6,4,6,4,8,6,6,3,4,2,8,7,7,4,7,6,13.84936019612401,9.063881871725666,8.754673564411613,11.19878419892364,Topographie
7,9,5,5,2,5,3,9,5,3,5,5,7,5,2,8,4,4,8,11.85201197363444,9.400236730497197,13.261144976822303,10.245845072811889,Intelligence Artificielle
5,5,10,4,4,4,9,4,3,3,3,8,7,5,5,7,6,4,6,10.657217511515114,13.918159864856934,12.82012708720091,13.120682352896091,Pilotage
5,8,7,2,5,6,6,6,5,4,2,6,7,4,8,6,8,5,6,10.364887890457837,12.984689460573472,13.870864404024395,10.499977164285086,Objets Connectés (IoT)
7,3,6,8,4,2,7,8,8,6,6,6,7,6,3,5,3,4,5,12.707820032196292,10.481543528610292,11.754408681694034,13.3774235213057,Robotique
7,10,5,7,6,6,4,9,5,7,5,3,6,5,4,6,5,2,5,9.397842496262982,13.481374986443186,13.566640697907472,12.641702147219082,Intelligence Artificielle
4,5,5,6,6,8,5,3,6,7,4,6,4,5,6,6,5,6,7,12.596718434195491,9.559139469152912,13.276340854460017,8.251495964052392,Cybersécurité
8,7,8,6,2,2,7,4,6,7,2,3,4,8,6,6,4,3,3,12.495462451685745,11.128609796004758,12.19466200574866,12.764620068312079,Cybersécurité
6,10,4,6,7,6,6,9,7,7,4,5,6,3,6,8,3,6,6,11.350342025320277,11.181909446833199,14.311619295869624,11.278876704283494,Intelligence Artificielle
9,8,7,6,6,4,4,8,4,3,5,2,8,2,7,5,3,6,3,8.811385337257999,11.974133172766647,15.748103155744227,8.647047040042839,Big Data
6,6,2,3,5,5,3,3,5,6,3,7,7,4,4,5,7,5,3,10.682860721419022,10.946736097341926,9.904337040443988,11.222116834595095,Maintenance Automobile
9,5,8,6,5,6,5,7,7,5,4,3,7,6,6,3,6,4,6,13.667023167972607,8.510363644858483,13.9277839267768,9.414084552534723,Intelligence Artificielle
7,3,6,4,5,5,4,4,8,4,3,6,5,5,6,6,6,8,6,8.851020887149508,8.123472184013472,13.08892884988224,8.017358984866,Maintenance Automobile
6,5,6,5,4,4,6,5,3,5,6,6,4,3,4,5,6,6,2,11.440759544241708,13.500057581079082,8.925493032603898,11.080531200116646,Objets Connectés (IoT)
2,4,10,5,6,3,10,7,6,4,4,4,4,5,8,4,3,6,4,11.896292064926959,14.511942078099246,12.090469806336833,9.65573863223883,Pilotage
7,5,2,4,8,6,8,4,6,3,4,6,6,5,4,3,7,4,8,12.75130219608953,11.74677783095448,8.705725267948292,10.300057773119983,Topographie
4,4,7,5,5,7,9,7,5,7,8,2,5,3,8,7,5,3,4,8.647765470661373,14.818864487495752,12.04559686806746,9.031930960314092,Aéronautique
3,6,6,6,2,8,7,7,5,4,2,2,4,4,5,6,2,6,7,13.87057220171103,11.521492615936069,10.91487090529131,9.32996223126083,Pétrochimie
5,5,8,6,6,5,9,6,5,6,5,4,7,8,7,8,6,4,5,9.262047907389924,14.073027463210652,11.73522355283626,13.999765808484124,Aéronautique
6,3,6,5,3,6,4,6,4,6,5,6,4,5,8,6,5,4,7,13.965028970749383,10.087054080208306,9.673212569125562,12.147056421407223,Objets Connectés (IoT)
8,9,5,3,5,2,2,8,3,7,3,8,8,6,3,6,3,8,5,13.001712693913564,12.984816446781283,13.018840244654225,10.175291229365442,Génie Logiciel
7,7,7,4,5,6,6,5,4,7,6,4,3,6,5,6,4,6,4,13.840445382287253,9.954967631805493,11.658990463969204,8.17037331505093,Maintenance Automobile
8,9,6,3,7,6,6,9,6,4,5,4,5,5,4,6,6,4,6,11.178247006213269,11.987917534728261,16.181275116558233,10.535807012342506,Génie Logiciel
8,7,6,6,5,6,6,6,6,6,7,6,7,5,7,4,3,4,4,13.157550330685321,13.475513810375968,10.30110396025287,13.50388764394306,Cybersécurité
5,5,8,4,6,3,6,2,3,4,3,3,2,5,4,4,6,7,6,11.081671352125266,9.55975032984876,13.495940443987458,8.562078196784446,Pétrochimie
4,5,6,3,2,2,9,3,3,6,6,3,5,4,5,4,5,2,3,8.023895196512933,12.566926219733382,11.615007276960146,12.987286055266559,Aéronautique
7,3,4,4,8,3,5,3,6,8,4,6,5,5,7,5,4,5,5,8.030973892351414,11.069192510713794,11.426573454683622,11.286535598940787,Objets Connectés (IoT)
5,6,5,6,7,6,6,3,3,5,3,4,2,5,5,8,6,4,3,10.570571137971665,11.297720981120385,11.415773930902493,10.29262577827613,Pétrochimie
8,4,4,7,3,7,3,2,7,6,2,4,5,2,5,6,6,2,6,10.334655980079491,11.140864512457512,11.142375323695997,10.644749494796446,Cybersécurité
2,5,10,4,5,6,9,3,7,5,3,6,6,4,7,4,6,3,7,8.828853033693175,13.529058729517683,8.863671536866851,9.982825311641916,Aéronautique
5,3,5,3,2,4,6,4,5,7,6,6,4,4,5,5,6,4,7,13.997542191310067,12.368961525479296,10.575981885948064,8.343594807922715,Topographie
7,4,7,3,5,6,6,6,8,4,8,8,4,2,7,2,6,6,7,13.439851176357582,13.14722581948176,10.201094609397625,8.323651678840156,Robotique
8,6,8,3,4,5,6,2,3,6,8,5,2,7,3,5,8,4,7,9.359705393580061,10.40862407798798,8.967893142405451,10.189859486367714,Cybersécurité
9,7,3,5,6,7,6,6,2,6,7,3,4,5,3,3,5,5,5,10.135830611685876,12.483149576158198,14.552318446194644,9.551824912195386,Génie Logiciel
9,7,6,5,3,7,4,10,4,4,6,5,3,4,5,2,2,6,4,10.679689821600036,12.850331109836471,17.161011900979663,8.55923893867669,Big Data
2,5,6,4,4,2,6,4,6,6,3,4,6,2,7,6,5,6,6,9.713933081208728,12.292091127662115,12.267140425746838,10.027669704037127,Cybersécurité
8,3,2,5,2,3,6,3,3,8,6,6,4,7,6,6,4,7,5,13.089628082749062,10.959268594904714,11.44421575252197,10.33471906712221,Objets Connectés (IoT)
7,2,8,3,5,2,8,5,3,3,5,4,6,6,6,4,7,5,8,8.280807007318618,10.299071230433931,11.62246132743063,12.56350139332973,Pétrochimie
9,9,7,5,3,7,5,10,4,3,7,5,4,3,6,8,7,5,7,9.613711738734086,10.286918811091331,16.222742788119476,10.741139302161603,Big Data
3,5,8,4,4,7,8,3,5,3,3,5,6,6,6,5,4,6,6,9.649263793588819,12.402994320831587,9.598533930611008,13.566942883972416,Aéronautique
5,6,7,2,4,7,4,7,3,6,2,6,7,6,8,5,3,5,4,9.772639916306662,12.006540934015266,11.791151884058209,11.243339854321775,Robotique
7,6,5,4,5,2,6,6,4,4,8,4,4,6,6,4,3,7,5,10.223599589496843,13.727733354061908,10.842540159774465,11.154702254011244,Maintenance Automobile
4,5,8,3,8,2,10,7,8,8,6,5,8,3,4,6,4,5,2,11.944464011951162,15.092948299395529,10.08589284981178,12.375687047377667,Pilotage
4,4,10,5,5,6,9,6,6,7,3,2,3,3,5,5,6,5,6,13.72891771799484,15.43857496434132,11.29531399192662,8.043892485655828,Pilotage
5,7,2,7,4,6,5,5,8,5,8,7,3,6,6,8,3,5,5,11.476645002390363,10.91592994436328,10.438161594168903,11.366618430708783,Objets Connectés (IoT)
8,7,7,4,3,7,7,8,2,3,8,2,2,3,6,3,5,7,3,11.937816767005778,8.282971491291606,14.227555425505368,13.865072639565987,Intelligence Artificielle
8,4,10,3,6,4,8,8,4,8,8,8,4,6,4,8,4,6,4,8.718966383598893,16.702073334564687,10.941762855032104,12.5231078396931,Pilotage
6,8,5,5,6,6,3,10,6,8,3,4,4,6,5,6,4,4,6,8.421449049844668,11.082417701892307,16.022821281806763,9.299501654827214,Génie Logiciel
6,3,8,5,6,5,6,2,4,6,5,2,4,7,2,3,6,5,8,11.730680937826369,13.068751844693626,13.476537322122727,13.154043224790279,Objets Connectés (IoT)
5,4,7,6,3,4,9,3,6,7,5,7,8,4,4,2,6,5,4,12.326907500949641,12.995711559531664,8.668930494068576,9.624064985842587,Pilotage
2,7,7,5,7,4,9,7,5,8,3,7,8,5,3,7,6,4,5,12.089623869826037,15.302841068208778,11.884117633977237,12.239331694434478,Pilotage
6,5,4,5,4,6,6,4,3,4,5,4,5,8,2,3,4,2,2,8.903943926089449,8.384569264800666,12.042635179808276,13.043003171639665,Maintenance Automobile
2,2,7,5,7,4,8,6,5,6,4,5,5,5,6,8,5,5,2,12.848025439454272,10.096221985809425,10.27528102730096,10.095272358049748,Cybersécurité
5,5,6,3,4,4,5,5,5,4,8,6,4,4,7,2,4,6,7,8.244510016030574,12.081550875140831,9.28245476368771,11.032128323156911,Objets Connectés (IoT)
8,8,8,7,4,7,6,9,4,6,3,7,4,4,4,4,2,6,6,12.86275936873405,10.550027419073595,14.945725948063638,10.06138314415935,Big Data
5,6,7,4,2,4,9,6,6,4,6,7,7,6,4,8,4,5,6,8.758720258019778,14.855389667519653,9.946853411094178,10.600248566044634,Aéronautique
10,6,7,6,4,4,4,8,8,3,6,6,2,8,6,3,4,3,5,11.079549465560962,9.66880284314029,17.816984707368025,8.924596527437378,Intelligence Artificielle
8,7,4,7,4,6,3,9,7,4,2,4,6,7,8,6,4,6,4,13.41667272980779,12.487265300059102,16.67037477237406,10.458351283446067,Intelligence Artificielle
10,7,6,4,6,8,3,9,6,8,6,6,7,6,3,5,6,5,4,13.942083339747079,8.426334737948483,13.899426288130174,8.732904004294783,Intelligence Artificielle
6,3,8,3,2,4,7,4,4,5,8,4,4,5,8,6,7,7,3,9.788554844289823,12.360859923217905,9.034487804319017,10.52183799285611,Pilotage
8,5,6,6,2,5,4,3,5,5,7,3,4,6,2,7,4,6,5,10.307804960652932,10.690544401679922,11.799251425414118,12.152546596583745,Topographie
5,3,3,4,4,4,6,6,4,3,3,4,3,3,4,5,5,4,8,11.227566906096152,12.348945542210679,12.407241413360705,8.727303799943062,Pétrochimie
5,7,6,6,4,5,9,5,6,8,4,3,6,4,4,3,5,7,8,9.708867980369092,16.204580043969003,9.01451980866428,8.84578767995383,Aéronautique
8,6,6,5,4,4,7,6,8,5,4,3,6,8,6,4,3,6,7,9.33105280854001,9.443494364132274,12.60146734381825,8.255352579026322,Cybersécurité
10,9,8,6,6,7,4,10,6,4,4,5,5,4,4,3,3,3,7,9.907002443496328,9.849041508989313,13.304090372746124,9.977252641253214,Génie Logiciel
9,9,6,6,7,5,8,8,7,7,2,7,8,4,6,3,5,7,6,12.514275867398515,9.427686297635471,16.416785663837647,12.878811683731529,Génie Logiciel
4,7,5,4,4,6,5,3,4,6,6,4,5,5,4,7,4,6,5,12.844820500067865,8.900366319839998,9.384253678674332,10.013472350337555,Robotique
7,7,4,5,4,4,7,3,6,8,5,6,5,5,6,7,6,5,8,11.698854897373794,13.47875883157494,9.797990005337216,8.481895066881515,Pétrochimie
7,3,7,5,3,3,2,3,5,7,5,7,8,5,6,6,5,8,4,13.848055410578676,10.769178279987143,9.112263959840377,9.622935581113586,Pétrochimie
7,2,9,3,5,5,10,5,7,4,7,5,2,4,3,8,5,6,3,13.46840544784699,16.561231678161345,9.287958719836176,11.503329815035999,Aéronautique
7,7,4,2,4,7,4,3,3,5,4,4,6,7,6,7,6,5,5,8.571778668898792,12.328674257520875,13.402975380105476,13.361853349890499,Robotique
5,4,4,3,5,5,3,3,6,4,3,4,7,6,3,7,5,7,7,13.05615697406881,9.667918987239904,9.82059687485365,10.34618505459329,Objets Connectés (IoT)
4,4,6,5,6,7,8,3,3,2,2,2,4,3,4,3,4,7,7,10.128159312326096,11.169101549969023,8.168688922981723,11.510658690336987,Maintenance Automobile
5,6,7,4,3,6,3,5,7,7,6,8,5,8,8,5,2,8,3,13.19515914924023,13.520442052811905,8.065467235898492,10.724513125695697,Pétrochimie
